7,19
5,31
8,25
17,21
6,20
2,28
14,22
25,48
24,49
34,54
23,59
28,57
26,46
39,50
22,54
30,16
21,3
19,8
27,4
21,13
29,44
48,55
45,46
55,56
55,54
55,57
55,49
49,50
50,51
51,58
58,53
53,56
56,43
43,47
47,44
44,59
59,45
45,48
48,49
49,57
57,58
58,52
51,52
52,53
53,43
43,59
59,46
46,58
58,56
56,54
54,51
51,57
57,50
50,54
50,58
50,55
50,48
50,52
50,56
50,46
50,45
54,46
54,53
54,58
54,57
54,49
54,48
54,45
54,59
54,47
54,43
54,52
56,46
56,59
56,47
56,45
56,48
56,49
56,57
58,55
58,45
58,59
53,46
53,59
53,55
53,45
53,57
53,51
48,57
48,46
48,51
48,58
48,59
48,47
55,46
55,45
55,59
55,47
55,51
51,56
51,46
51,59
51,47
43,46
43,52
58,43
58,43
55,43
45,43
48,43
49,43
57,43
57,43
51,43
53,44
46,44
56,44
55,44
44,54
44,58
44,49
44,57
44,52
44,50
44,45
44,43
44,48
47,59
47,46
47,53
47,45
47,58
47,52
47,57
47,49
20,42
42,19
19,18
18,41
41,25
25,24
24,40
40,23
23,39
39,22
22,38
38,21
21,20
30,31
31,27
27,32
32,37
37,33
33,63
63,34
34,62
62,29
29,30
26,36
36,28
28,35
35,26
18,30
18,31
18,26
18,27
18,36
18,35
18,29
18,62
18,37
39,33
39,63
28,39
37,39
36,39
35,39
34,39
40,39
38,39
36,37
36,35
36,27
36,31
36,30
36,29
36,62
36,34
36,33
36,32
36,20
36,42
36,19
36,63
36,40
37,28
37,27
37,26
37,35
37,38
37,22
37,21
37,20
37,42
37,31
37,63
37,34
37,62
37,29
37,30
63,28
63,23
63,22
63,40
63,35
63,62
63,29
63,26
63,27
63,32
24,34
24,62
24,35
24,29
24,26
24,28
24,63
24,23
24,36
24,33
24,27
25,62
25,29
25,30
25,35
25,26
25,34
25,28
25,36
25,63
25,40
25,37
25,27
25,31
25,42
25,19
25,33
25,32
41,29
41,30
41,62
41,35
41,26
41,31
41,19
41,24
41,34
41,28
41,36
41,27
41,42
41,20
41,37
41,32
41,40
18,25
18,42
18,28
18,34
19,27
19,30
19,31
19,26
19,29
19,35
19,62
19,20
19,32
19,28
19,37
19,34
19,21
42,31
42,30
42,26
42,27
42,32
42,35
42,29
42,62
42,28
42,34
42,33
42,21
20,27
20,32
20,31
20,26
20,35
20,30
20,29
20,28
20,33
20,38
20,22
20,62
20,34
21,27
21,32
21,22
21,36
21,26
21,31
21,35
21,33
21,28
21,39
21,63
21,34
21,62
21,29
38,32
38,33
38,36
38,27
38,42
38,31
38,26
38,35
38,28
38,63
38,34
38,19
38,29
22,33
22,32
22,27
22,36
22,28
22,35
22,26
22,31
22,42
22,34
22,40
22,62
22,29
33,28
33,34
33,35
33,27
33,32
33,26
33,29
33,62
28,34
28,62
28,26
28,32
28,40
28,23
28,27
28,31
28,29
35,34
35,62
35,29
35,31
35,30
35,27
35,40
35,23
23,34
23,33
23,36
23,62
23,29
23,30
23,37
23,22
23,32
23,27
23,26
23,31
34,40
34,29
34,26
34,30
57,46
57,52
57,45
49,45
49,58
49,51
51,45
52,56
52,46
52,55
52,49
52,45
17,6
17,4
17,16
17,2
17,13
17,1
17,9
17,0
17,14
17,15
17,60
17,5
17,3
17,61
17,7
6,2
6,4
6,13
6,5
6,3
6,7
6,16
6,1
6,9
6,0
6,15
6,61
2,5
2,13
2,4
2,7
2,3
2,0
2,1
2,9
2,16
2,14
2,15
2,61
2,8
5,7
5,3
5,13
5,8
5,12
5,11
5,0
5,9
5,4
5,1
5,61
7,8
7,3
7,13
7,0
7,4
7,1
7,12
7,11
7,10
7,9
7,61
8,3
8,12
8,13
8,0
8,11
8,61
8,1
8,9
8,4
8,6
8,10
8,60
8,17
12,3
12,2
12,13
12,0
12,11
12,10
12,61
12,9
12,1
12,4
12,6
12,60
12,15
11,3
11,0
11,13
11,10
11,61
11,9
11,2
11,4
11,1
11,60
11,15
11,14
10,3
10,0
10,13
10,61
10,9
10,4
10,1
10,2
10,60
10,15
10,14
10,16
60,61
60,15
60,14
60,16
60,1
60,9
60,13
60,0
60,3
60,4
60,2
9,0
9,61
9,13
9,3
9,1
9,4
14,1
14,9
14,13
14,16
14,15
14,4
14,61
14,0
14,3
16,1
16,4
16,9
16,13
16,0
16,61
16,3
15,9
15,61
15,1
15,16
15,4
15,13
15,0
15,3
4,1
4,13
4,0
4,3
4,61
13,1
13,0
13,3
0,1
0,3
0,61
3,61
3,1
61,1
25,44
24,46
40,48
23,49
36,0
19,3
18,8
20,4
81,69
69,6
69,76
69,5
69,13
66,7
66,19
66,77
77,27
77,67
67,68
68,26
68,66
66,65
65,83
83,30
65,76
64,66
65,67
65,36
64,2
64,76
64,65
64,68
67,81
67,9
83,68
83,36
77,19
71,45
71,24
71,72
72,73
73,28
72,48
80,55
80,49
80,74
74,73
73,29
70,75
70,71
70,74
70,29
78,36
78,71
78,40
78,70
79,73
79,40
79,63
79,74
72,45
75,59
75,45
75,72
74,45
80,48
24,79
24,78
71,73
69,66
69,67
69,81
81,6
120,100
5,81
81,66
67,66
116,16
116,117
116,15
116,94
116,115
108,107
115,81
115,94
94,17
115,107
94,69
107,67
107,81
107,114
106,21
114,77
114,67
106,77
106,67
105,22
105,21
105,77
105,104
104,79
103,79
103,112
74,112
80,103
80,112
74,103
104,103
103,113
102,50
102,49
102,80
102,111
104,39
104,23
109,105
109,106
109,110
110,104
110,111
110,103
113,50
108,109
108,114
108,106
114,106
106,105
105,110
103,111
112,102
115,108
117,94
117,108
117,115
107,66
96,8
96,82
96,7
96,65
118,12
118,92
118,8
118,82
91,64
91,82
95,65
91,65
91,83
97,64
97,65
97,68
97,19
90,18
90,30
90,62
90,97
97,91
91,95
95,96
96,118
99,41
99,25
99,78
99,70
99,89
89,78
89,71
89,72
89,44
89,75
89,55
89,100
100,101
101,47
101,43
101,46
101,44
100,47
100,45
100,75
100,70
90,99
119,118
119,92
119,91
119,93
93,95
93,97
93,85
93,84
93,91
84,90
98,85
85,84
85,86
98,88
88,120
88,89
84,97
90,98
90,98
86,87
87,101
87,120
87,100
120,89
86,88
86,98
86,120
88,99
90,88
91,84
96,92
92,95
122,60
122,116
122,123
123,121
121,119
121,118
121,12
123,10
122,10
123,8
124,43
101,124
124,125
125,126
126,113
126,50
126,54
125,51
125,53
124,52
111,113
