37,46
37,47
37,39
37,35
35,36
35,61
35,74
47,48
37,65
36,72
36,48
48,49
49,50
50,51
51,52
52,53
53,54
54,55
55,46
46,47
65,64
64,63
63,74
74,73
73,72
72,71
71,70
70,69
69,68
68,67
67,66
66,65
58,59
59,60
60,61
61,62
62,56
56,57
57,58
39,40
40,41
41,42
42,43
43,44
44,45
45,38
38,39
64,57
64,56
63,56
74,62
74,4
73,62
62,3
73,61
72,14
65,57
66,59
66,58
66,57
67,59
68,59
69,59
69,18
70,60
69,60
60,71
71,61
61,72
61,2
60,1
59,0
58,6
57,8
56,8
62,16
17,18
12,13
13,2
2,14
14,3
3,15
15,4
4,16
16,19
19,17
3,4
14,7
14,15
14,13
14,10
14,9
14,4
14,6
14,8
14,1
14,12
14,16
3,7
3,9
3,5
3,2
3,10
3,6
3,8
3,11
3,13
3,1
3,16
3,0
15,9
15,7
15,16
15,8
15,5
15,2
15,10
15,6
15,0
15,11
15,19
4,9
4,5
4,8
4,7
4,6
4,2
4,10
4,1
4,0
4,11
4,19
16,5
16,8
16,9
16,11
16,6
16,7
16,0
16,10
16,2
5,8
5,9
5,7
5,6
5,0
5,11
5,19
5,17
5,18
5,1
5,10
19,11
19,8
19,9
19,0
19,18
19,0
19,6
19,1
19,7
19,10
19,3
19,2
11,8
11,9
11,6
11,7
11,10
11,1
11,0
11,18
11,17
17,0
17,12
17,1
17,6
17,8
17,10
17,13
17,7
17,9
17,4
17,2
16,64
56,74
13,10
13,1
13,6
13,7
13,9
13,0
13,18
13,8
13,11
2,10
2,6
2,9
2,8
2,1
2,0
2,11
2,12
2,7
2,18
7,9
7,8
7,6
7,10
7,1
7,0
7,12
6,10
6,1
6,0
6,12
6,18
6,9
6,8
8,9
8,0
8,1
8,10
9,10
9,1
1,10
1,0
1,12
1,18
18,12
18,0
18,10
18,8
18,7
18,9
0,12
0,10
0,9
12,10
12,11
12,8
12,9
39,55
55,38
55,29
55,45
54,45
54,44
53,20
45,53
53,44
44,52
52,43
43,51
51,42
42,50
50,43
51,44
45,20
43,26
44,26
42,34
34,43
24,41
41,49
42,49
48,41
40,47
47,39
39,22
22,40
40,23
23,41
40,48
47,22
46,21
39,31
38,34
20,27
27,26
26,25
25,34
34,24
24,33
33,23
23,32
32,22
22,21
21,20
28,29
29,30
30,34
34,31
31,28
24,25
25,31
25,27
25,30
25,33
25,29
25,28
25,20
25,21
25,22
25,32
25,23
34,26
34,27
34,28
34,33
34,23
34,32
34,29
34,21
34,20
34,22
24,30
24,23
24,32
24,29
24,31
24,26
24,27
24,28
24,22
24,21
26,31
26,28
26,30
26,33
26,29
26,20
26,21
26,32
26,23
26,22
27,31
27,28
27,30
27,33
27,29
27,23
23,29
29,31
31,30
23,27
33,30
32,27
21,27
22,20
27,22
20,28
20,31
20,29
20,32
20,30
20,23
21,28
21,31
21,29
21,30
21,32
23,22
28,22
29,22
31,22
30,32
22,30
32,29
32,28
32,31
32,33
29,33
23,30
23,31
23,28
33,31
33,28
33,21
33,20
28,30
22,33
