41,27
41,31
41,26
41,32
41,48
41,33
41,37
41,39
48,26
48,33
48,32
48,34
48,39
49,28
50,40
50,39
49,37
41,49
41,50
50,27
49,30
41,13
41,23
41,14
41,15
41,24
41,20
41,19
41,16
41,42
41,43
43,23
43,19
43,13
42,15
42,19
42,13
44,13
44,14
44,24
44,23
44,19
41,0
41,9
41,10
41,47
41,4
41,12
41,5
41,11
41,2
41,45
41,46
45,6
45,11
45,3
45,8
46,12
46,5
46,10
46,2
47,5
47,12
47,4
47,10
47,11
47,9
53,70
70,71
71,72
72,73
73,74
74,57
57,58
58,59
60,59
60,61
61,62
62,63
53,13
14,24
14,13
24,63
63,23
62,81
81,80
61,80
61,69
61,63
61,79
79,59
79,78
78,77
77,58
58,76
76,75
75,74
74,56
56,55
55,54
53,80
80,79
76,77
57,75
56,57
72,54
72,55
55,73
73,56
71,53
53,54
81,61
62,23
60,68
68,67
67,66
66,65
65,54
67,58
57,66
66,65
65,56
56,66
66,58
58,68
68,79
69,68
55,64
54,13
65,18
66,17
65,21
67,22
68,16
69,16
69,23
23,19
71,54
23,16
23,22
23,17
23,15
23,24
23,21
23,25
23,20
23,14
23,13
23,18
23,64
64,13
64,25
64,18
64,20
64,19
64,21
64,17
64,14
64,24
64,15
64,16
64,22
24,19
24,15
24,21
24,20
24,16
24,13
24,22
24,17
24,25
24,18
15,16
15,22
15,19
15,21
15,14
15,20
15,13
15,18
15,25
15,17
15,16
14,20
14,18
14,25
14,19
14,19
14,17
14,16
14,21
14,22
13,20
13,18
13,25
13,21
13,19
13,17
13,16
18,20
18,19
18,21
18,25
18,17
18,16
18,22
17,21
17,25
17,19
17,20
17,16
17,22
21,19
21,20
21,25
21,16
21,22
19,20
19,25
19,16
19,22
22,16
22,25
22,20
22,13
20,25
20,16
16,25
27,28
28,29
29,30
30,40
40,31
31,32
32,33
33,26
29,35
29,30
29,39
29,40
29,38
29,27
29,34
29,37
29,36
29,31
29,32
30,35
30,39
30,31
30,36
30,32
30,34
30,38
30,37
30,33
30,26
40,39
40,35
40,36
40,32
40,33
40,37
40,34
40,38
40,28
40,26
31,39
31,36
31,35
31,34
31,38
31,37
31,33
31,26
32,39
32,36
32,37
32,35
32,34
32,38
32,26
32,27
32,28
33,36
33,37
33,39
33,34
33,27
33,38
33,35
33,28
26,37
26,36
26,34
26,38
26,27
26,35
26,39
26,28
27,37
27,36
27,34
27,38
27,35
27,39
27,31
27,40
28,34
28,38
28,35
28,37
28,36
28,39
28,30
38,35
38,34
38,37
38,36
38,39
35,39
35,36
35,37
35,34
39,36
39,37
39,34
36,37
36,34
37,34
26,29
30,27
31,28
33,29
90,99
82,26
26,33
33,100
100,31
85,28
85,27
86,29
86,85
87,30
88,40
98,40
89,31
100,89
89,98
98,88
88,87
88,29
86,87
85,84
84,83
83,26
82,83
86,28
29,87
92,83
92,84
92,93
93,85
93,94
94,86
94,105
105,95
94,103
94,107
104,107
104,92
93,104
91,99
91,92
91,83
83,90
90,92
82,90
105,102
102,106
106,101
101,97
97,98
87,96
96,95
95,94
86,95
95,102
102,96
96,101
101,88
97,88
9,10
9,3
9,2
9,8
9,1
9,4
9,11
9,12
9,7
9,0
9,6
9,5
1,3
2,3
4,3
11,3
1,3
8,3
10,3
12,3
5,3
6,3
0,3
0,3
7,3
10,12
10,4
10,5
10,11
10,1
10,2
10,8
10,7
10,0
4,11
4,12
4,5
4,1
4,2
4,8
4,7
4,0
4,6
12,5
12,11
12,6
12,1
12,0
12,2
12,8
12,7
5,11
5,6
5,0
5,1
5,2
5,7
6,11
6,0
6,1
6,7
6,2
0,11
0,1
0,7
0,2
7,1
7,11
7,2
7,8
8,1
8,11
8,2
2,1
2,11
1,11
8,0
8,6
8,5
108,8
109,7
110,7
110,0
6,111
6,113
113,12
10,114
9,115
9,116
8,118
116,8
2,115
115,10
114,3
109,108
111,120
124,128
116,117
115,127
129,114
127,129
123,127
121,125
123,121
123,2
125,126
127,126
124,125
128,117
122,120
112,113
122,112
110,111
109,119
110,119
128,118
119,128
120,119
